,z,dl_planck,erro_planck
0,0.50309,2970.9134505209086,0.3362925528317804
1,0.4948,2897.610455197004,0.3169508380506304
2,0.67767,4937.873956551914,0.5194631969794568
3,0.8665,5693.377752908063,0.4463561202768958
4,0.79857,5729.279373317517,0.4475074128233928
5,0.37144,2205.8196438615464,0.3327235459376396
6,0.35582,1985.3176335635717,0.337213586868978
7,0.2836,1471.7362939959842,0.28275744941966885
8,0.4664,3382.7507577609167,0.411471956118036
9,0.94688,5865.5670010191125,0.4241361741295033
10,0.69315,4418.654043446495,0.6089186278422755
11,0.89693,5841.844599428233,0.4293169905887398
12,0.78904,5367.351036189317,0.31280618488324113
13,0.59027,3573.3865630271935,0.42966237835268895
14,0.21075,1035.1183319245315,0.28839878289750426
15,0.85852,5137.360000779912,0.38637377860440086
16,0.55875,3303.3911427882535,0.35344681177458603
17,0.9964,6697.766454755284,0.3702556829534426
18,0.58294,3587.31901861471,0.33571690655853187
19,0.79656,4538.266548978698,0.41170221462733536
20,0.91348,5778.165807565891,0.3623117643826131
21,0.94846,6597.053407575062,0.3938571801566315
22,0.73362,4525.014758387879,0.40467933009370355
23,0.7656,5100.467680850858,0.4027221327646586
24,0.98341,7105.58763369472,0.39834722108796994
25,0.70064,4323.545163996733,0.44624099102224607
26,0.83814,5210.747154033924,0.462128828163905
27,0.3706,2060.72481096949,0.3248947566214599
28,0.35858,1896.4002329727732,0.31913829388897474
29,0.52278,3294.807151767039,0.3722128802824875
30,0.70198,4249.1298208112,0.6505954180254677
31,0.74613,4437.312344652371,0.4251723374213505
32,0.59185,3424.3646094422793,0.33675306985037917
33,0.62063,3875.073996548761,0.3064740758775075
34,1.00279,7979.211926257341,0.48665135940429155
35,0.61064,3812.676872334622,0.3520652607187896
36,0.35833,1904.9342924416335,0.3091220487344507
37,0.45155,2339.806806488516,0.3342202262480858
38,0.5526,3041.095089827439,0.3551737505943316
39,0.75068,4351.109370927672,0.4871118764228904
40,0.82269,5663.9576835319485,0.38280477171026006
41,0.95076,6653.1911323059,0.37958115258006847
42,0.34052,1884.777115316531,0.28908955842540246
43,0.81072,5033.84686834815,0.4387575894700154
44,0.61124,4303.680278406359,0.4128535071738324
45,0.54831,2914.20433574992,0.3771634382324247
46,1.02879,6788.5965643322315,0.4148107045028773
47,0.42244,2276.931681688806,0.32051984494477115
48,0.70115,4653.181577488606,0.46166831114530615
49,0.68517,4516.479049291123,0.5816329944902959
50,0.93189,6245.827708179259,0.3968505407775238
51,0.74909,4447.438998786393,0.4668491276045428
52,0.4684,2707.135537303039,0.31741135506922924
53,0.95886,7036.067545722508,0.4431325011467041
54,0.84053,5376.628131235089,0.381308091399814
55,0.56276,3424.206915255292,0.31672057954133104
56,0.82854,5828.677144012524,0.3974261870507723
57,0.57875,3396.17452519542,0.32385859332961253
58,0.8645,5752.5446731397205,0.38280477171026006
59,0.85851,5954.427339046947,0.4267841469864464
60,0.58575,3979.9718467294847,0.3723280095371372
61,0.48881,2877.795969478925,0.3076253684240045
62,0.68866,4061.065554392077,0.395584118976377
63,0.32454,1756.8310560632037,0.2814910276185221
64,0.18538,948.7679379470369,0.2856356807859114
65,0.68196,4031.902301347177,0.3877553296601973
66,0.92223,5714.78636671866,0.43933323574326394
67,0.42866,2730.2348129400675,0.3440062128933104
68,0.69998,4747.992234718718,0.5417982723814989
69,0.57584,3655.8637357886837,0.36484460798490653
