,z,dl_ries,erro_ries
0,0.50309,2709.505269663341,0.38234425469166133
1,0.4948,2642.6521433706844,0.36300253991051135
2,0.67767,4503.394571748606,0.5655148988393377
3,0.8665,5192.422223199956,0.49240782213677675
4,0.79857,5225.164890163819,0.4935591146832738
5,0.37144,2011.7314248659206,0.3787752477975206
6,0.35582,1810.631201374405,0.38326528872885895
7,0.2836,1342.239452797832,0.3288091512795498
8,0.4664,3085.1053579173704,0.45752365797791694
9,0.94688,5349.460683897761,0.4701878759893842
10,0.69315,4029.8603829870144,0.6549703297021563
11,0.89693,5327.825596511326,0.4753686924486208
12,0.78904,4895.082323632841,0.358857886743122
13,0.59027,3258.9672786895567,0.4757140802125699
14,0.21075,944.0391387311802,0.33445048475738515
15,0.85852,4685.328006384774,0.4324254804642818
16,0.55875,3012.728528855199,0.399498513634467
17,0.9964,6108.435606211216,0.4163073848133235
18,0.58294,3271.6738292042264,0.3817686084184128
19,0.79656,4138.948284554918,0.45775391648721636
20,0.91348,5269.749848095797,0.40836346624249403
21,0.94846,6016.58421551829,0.43990888201651246
22,0.73362,4126.862507895216,0.4507310319535845
23,0.7656,4651.681810720472,0.44877383462453957
24,0.98341,6480.372941922908,0.4443989229478509
25,0.70064,3943.1200540098525,0.49229269288212707
26,0.83814,4752.257885621906,0.5081805300237859
27,0.3706,1879.4033645338366,0.3709464584813408
28,0.35858,1729.5375682282397,0.36518999574885563
29,0.52278,3004.899835998905,0.41826458214236845
30,0.70198,3875.2524544102566,0.6966471198853486
31,0.74613,4046.8769559307575,0.47122403928123147
32,0.59185,3123.057641718122,0.38280477171026017
33,0.62063,3534.1094881586914,0.35252577773738847
34,1.00279,7277.127766264627,0.5327030612641726
35,0.61064,3477.2026345307704,0.3981169625786705
36,0.35833,1737.3207229675481,0.3551737505943316
37,0.45155,2133.92916951626,0.38027192810796673
38,0.5526,2773.511685434664,0.40122545245421254
39,0.75068,3968.2589095091184,0.5331635782827714
40,0.82269,5165.590801034337,0.42885647357014106
41,0.95076,6067.782428969586,0.4256328544399494
42,0.34052,1718.9371589386362,0.3351412602852834
43,0.81072,4590.922907591308,0.4848092913298964
44,0.61124,3925.0030630288547,0.45890520903371335
45,0.54831,2657.7859423019213,0.42321514009230565
46,1.02879,6191.273650685276,0.46086240636275827
47,0.42244,2076.586374173075,0.36657154680465215
48,0.70115,4243.752036160835,0.5077200130051871
49,0.68517,4119.077848677374,0.627684696350177
50,0.93189,5696.262570608976,0.4429022426374048
51,0.74909,4056.112574267376,0.5129008294644237
52,0.4684,2468.9369536259615,0.36346305692911013
53,0.95886,6416.969868139273,0.48918420300658505
54,0.84053,4903.54313487232,0.427359793259695
55,0.56276,3122.9138229102955,0.3627722814012119
56,0.82854,5315.816734445463,0.44347788891065326
57,0.57875,3097.3479793226265,0.3699102951894934
58,0.8645,5246.383095782512,0.42885647357014106
59,0.85851,5430.502275367976,0.47283584884632734
60,0.58575,3629.7774645486547,0.41837971139701813
61,0.48881,2624.581117619534,0.3536770702838855
62,0.68866,3703.735804940487,0.441635820836258
63,0.32454,1602.248966046735,0.327542729478403
64,0.18538,865.2866434410519,0.33168738264579234
65,0.68196,3677.13860205267,0.43380703152007827
66,0.92223,5211.947111050806,0.4853849376031449
67,0.42866,2490.003743388201,0.39005791475319135
68,0.69998,4330.220383241168,0.5878499742413799
69,0.57584,3334.187354247476,0.4108963098447875
70,0.51176,2941.7787059308316,0.36035456705356816
71,0.64191,3718.0052612941518,0.47410227064747407
72,0.35157,1956.3204736025184,0.3536770702838855
73,0.34957,1883.1720510510072,0.346884444259553
74,0.35527,1964.852709133733,0.352295519228089
75,0.87217,5176.54507497085,0.3988077381065688
76,0.92624,6305.79720954125,0.3438910836386608
77,0.41957,2313.076519395533,0.37060107071739173
78,0.89073,4809.279304894537,0.4164225140679732
79,0.48057,2517.908825052473,0.3571309479233765
80,0.5806,3308.034269752412,0.4623590866732044
81,0.80569,4625.40749728851,0.450155385680336
82,0.66464,3738.866857202908,0.4630498622011026
83,0.74566,4440.889837258161,0.4437081474199527
84,0.73669,3996.5937051143014,0.41423505822962886
85,0.37053,1799.492330440244,0.3521803899734393
86,0.85073,5125.426381994998,0.39236049984618543
87,0.21946,1036.048294154709,0.32765785873305275
88,0.64764,3725.460816904751,0.46351037921970145
89,0.6006,3360.779349569867,0.44796792984199163
